,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
12,3819.0,-280.4,185.12,4179.0,-280.0,185.9,4092.0,-691.71,206.21,4092.5,-418.67,445.26,4332.0,-420.0,446.0,4092.5,-695.5,392.53,4214.5,-691.71,256.6,4245.5,-305.01,291.75,-40.0,-3.6962,1.5086,0.1873,2.5355
13,3819.0,-280.4,185.12,4179.0,-280.0,185.9,4092.0,-691.71,206.21,4092.5,-418.67,445.26,4332.0,-420.0,446.0,4092.5,-695.5,392.53,4214.5,-691.71,256.6,4245.5,-305.01,291.75,-60.0,-6.1001,2.2735,0.2121,4.9459
14,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,200.0,-7.0473,-26.4141,1.097,8.243
15,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,180.0,-5.76,-23.2923,0.499,6.9514
16,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,160.0,-4.6742,-20.4345,0.0311,5.8539
17,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,140.0,-3.7574,-17.7729,-0.3174,4.9112
18,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,120.0,-2.9807,-15.249,-0.5546,4.0938
19,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,100.0,-2.3189,-12.8098,-0.6867,3.3786
20,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,80.0,-1.7492,-10.4045,-0.7185,2.7479
21,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,60.0,-1.2514,-7.9816,-0.6536,2.1872
22,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,40.0,-0.8064,-5.4855,-0.4945,1.6853
23,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,20.0,-0.3957,-2.8517,-0.2431,1.2331
24,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,0.0,0.0,0.0,0.0998,0.8238
25,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,-20.0,0.402,3.1787,0.534,0.4522
26,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,-40.0,0.8365,6.8475,1.0598,0.1147
27,3819.0,-159.09,225.6,4179.0,-95.12,185.9,4092.0,-417.03,167.1,4092.5,-152.9,452.0,4332.0,-192.11,446.0,4092.5,-412.9,454.1,4214.5,-358.22,264.01,4245.5,-84.81,359.96,-60.0,1.3392,11.2847,1.678,-0.1903
28,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,200.0,18.8109,-44.2478,-14.6288,3.7712
29,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,180.0,16.5056,-37.2324,-14.1422,4.2315
30,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,160.0,14.456,-31.5455,-13.7089,4.7193
31,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,140.0,12.5862,-26.7049,-13.323,5.2409
32,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,120.0,10.8349,-22.425,-12.9792,5.8048
33,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,100.0,9.1507,-18.518,-12.6731,6.4224
34,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,80.0,7.487,-14.8463,-12.4012,7.1088
35,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,60.0,5.7963,-11.2949,-12.1604,7.8848
36,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,40.0,4.0236,-7.7484,-11.9481,8.7812
37,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,20.0,2.0944,-4.0619,-11.7618,9.8472
38,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,0.0,-0.1105,0.0,-11.5987,11.1695
39,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,-20.0,-2.826,4.9571,-11.454,12.932
40,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,-40.0,-6.7155,12.7062,-11.3148,15.6903
41,3889.0,-323.0,225.6,4229.0,-390.0,225.9,4132.0,-663.5,181.65,3922.5,-370.0,452.0,4172.0,-400.0,456.0,4092.5,-625.5,374.1,4264.5,-650.5,218.0,4245.5,-308.0,407.0,-60.0,-10.3156,51.1569,-11.1632,20.6191
42,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,200.0,-5.0379,-20.3616,0.4577,7.841
43,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,180.0,-4.5491,-18.2224,0.371,7.2706
44,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,160.0,-4.1212,-16.1816,0.3003,6.7791
45,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,140.0,-3.7373,-14.205,0.2436,6.3447
46,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,120.0,-3.3858,-12.264,0.1991,5.9526
47,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,100.0,-3.0581,-10.3334,0.1658,5.5924
48,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,80.0,-2.7477,-8.3899,0.1426,5.2565
49,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,60.0,-2.4491,-6.4103,0.129,4.9389
50,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,40.0,-2.1578,-4.3707,0.1245,4.6351
51,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,20.0,-1.8695,-2.2442,0.1287,4.3411
52,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,0.0,-1.5802,0.0,0.1413,4.0535
53,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,-20.0,-1.2859,2.4,0.1623,3.7694
54,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,-40.0,-0.9824,5.0047,0.1915,3.4857
55,3819.0,-218.92,187.89,4179.0,-212.53,186.29,4092.0,-536.53,200.66,4092.5,-202.96,373.03,4332.0,-204.55,373.03,4092.5,-522.16,403.35,4214.5,-528.45,212.42,4245.5,-250.84,267.69,-60.0,-0.6648,7.8799,0.229,3.1997
56,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,200.0,-3.6647,3.5012,-4.5685,11.4329
57,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,180.0,-3.1352,2.5311,-4.0438,10.9865
58,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,160.0,-2.6871,1.7334,-3.5347,10.5989
59,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,140.0,-2.3079,1.0882,-3.0396,10.2615
60,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,120.0,-1.9872,0.5808,-2.5573,9.9679
61,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,100.0,-1.7169,0.1999,-2.0869,9.7131
62,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,80.0,-1.4904,-0.0625,-1.6276,9.4936
63,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,60.0,-1.3022,-0.212,-1.1789,9.3065
64,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,40.0,-1.148,-0.2514,-0.7404,9.1502
65,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,20.0,-1.0242,-0.1813,-0.3118,9.0236
66,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,0.0,-0.9282,0.0,0.1071,8.9264
67,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,-20.0,-0.8577,0.2971,0.5162,8.859
68,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,-40.0,-0.8113,0.7178,0.9156,8.8226
69,3819.0,-143.61,228.93,4179.0,-128.14,175.28,4092.0,-538.77,175.49,4092.5,-147.9,447.28,4332.0,-129.68,434.68,4092.5,-496.74,443.08,4214.5,-531.77,216.12,4245.5,-179.73,229.96,-60.0,-0.788,1.2738,1.305,8.8194
70,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,200.0,-2.0474,-10.6911,-4.9499,6.009
71,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,180.0,-1.7564,-9.4171,-4.3305,5.476
72,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,160.0,-1.4892,-8.2088,-3.7429,5.0105
73,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,140.0,-1.243,-7.0564,-3.1834,4.603
74,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,120.0,-1.0158,-5.9518,-2.6494,4.2463
75,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,100.0,-0.8061,-4.888,-2.1388,3.9345
76,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,80.0,-0.613,-3.8591,-1.6498,3.6634
77,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,60.0,-0.4358,-2.8601,-1.1813,3.4295
78,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,40.0,-0.2743,-1.8864,-0.7323,3.2304
79,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,20.0,-0.1289,-0.9342,-0.3022,3.0642
80,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,0.0,1e-04,0.0,0.1093,2.9299
81,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,-20.0,0.1114,0.9195,0.5025,2.827
82,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,-40.0,0.2038,1.827,0.8772,2.7559
83,3819.0,-162.19,227.9,4179.0,-103.38,180.44,4092.0,-567.66,171.15,4092.5,-173.53,440.44,4332.0,-120.92,430.12,4092.5,-554.25,433.22,4214.5,-570.75,216.55,4245.5,-67.27,280.52,-60.0,0.275,2.7253,1.2332,2.7174
84,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,200.0,-8.6758,-0.0708,-2.7362,14.2573
85,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,180.0,-7.1317,0.0089,-2.5172,12.7087
86,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,160.0,-5.7851,0.0581,-2.2859,11.3593
87,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,140.0,-4.6121,0.0841,-2.0409,10.1848
88,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,120.0,-3.5927,0.0924,-1.7815,9.1647
89,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,100.0,-2.7108,0.088,-1.5073,8.2826
90,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,80.0,-1.9532,0.075,-1.2177,7.5251
91,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,60.0,-1.3099,0.0569,-0.9125,6.8819
92,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,40.0,-0.773,0.0366,-0.5914,6.3451
93,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,20.0,-0.3373,0.0168,-0.2541,5.9095
94,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,0.0,0.0,0.0,0.0998,5.5722
95,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,-20.0,0.2394,-0.0119,0.4707,5.3329
96,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,-40.0,0.3785,-0.0171,0.859,5.1941
97,3819.0,-313.0,225.6,4179.0,-280.0,185.9,4092.0,-723.5,167.1,4092.5,-420.0,452.0,4332.0,-420.0,446.0,4092.5,-695.5,454.1,4214.5,-740.5,208.0,4245.5,-308.0,227.0,-60.0,0.4115,-0.0142,1.2655,5.1618
98,3819.0,-118.81,305.28,4179.0,-118.81,306.31,4092.0,-470.64,191.79,4092.5,-120.88,453.85,4332.0,-120.88,453.85,4092.5,-471.67,407.42,4214.5,-467.54,223.77,4245.5,-122.94,359.96,200.0,-8.8851,-7.6758,0.2742,8.9416
